token,symbol,name,exch_seg
31482,NHPC-N1,NHPC,NSE
13392,77JK37-SG,77JK37,NSE
1485,IFBIND-EQ,IFBIND,NSE
12840,TORNTPHARM-BL,TORNTPHARM,NSE
24999,YAARI-EQ,YAARI,NSE
6994,BSOFT-EQ,BSOFT,NSE
92,668UP30-SG,668UP30,NSE
19970,HUDCO-NE,HUDCO,NSE
10452,764TN29-SG,764TN29,NSE
283,53RJ23-SG,53RJ23,NSE
6871,597GS2025-GS,597GS2025,NSE
9821,786MH30-SG,786MH30,NSE
4011,GS100524C-GS,GS100524C,NSE
12491,IOB-BL,IOB,NSE
1797,AWHCL-EQ,AWHCL,NSE
5622,ITDCEM-EQ,ITDCEM,NSE
9123,IBULHSGFIN-YD,IBULHSGFIN,NSE
2385,NAVNETEDUL-EQ,NAVNETEDUL,NSE
14108,AUTOIND-BL,AUTOIND,NSE
14912,KPRMILL-EQ,KPRMILL,NSE
10618,SADBHIN-EQ,SADBHIN,NSE
20570,764AR30-SG,764AR30,NSE
5821,IBULHSGFIN-NJ,IBULHSGFIN,NSE
11343,AFFLE-EQ,AFFLE,NSE
12315,CRISIL-BL,CRISIL,NSE
210,NMFINQRAG1-MF,NMFINQRAG1,NSE
7765,IBULHSGFIN-Y9,IBULHSGFIN,NSE
2329,CPSEETF-BL,CPSEETF,NSE
3510,MAFANG-BL,MAFANG,NSE
27110,SPECIALITY-BL,SPECIALITY,NSE
4709,SHYAMMETL-BL,SHYAMMETL,NSE
22072,718RJ30-SG,718RJ30,NSE
13373,762GA32A-SG,762GA32A,NSE
7972,ECLFINANCE-NQ,ECLFINANCE,NSE
9578,MAHESHWARI-BL,MAHESHWARI,NSE
21744,CHOLAHLDNG-BL,CHOLAHLDNG,NSE
18160,BPF02RGG-MF,BPF02RGG,NSE
8549,CHALET-BL,CHALET,NSE
1023,FEDERALBNK-EQ,FEDERALBNK,NSE
5876,469ML23-SG,469ML23,NSE
7455,DSPN50ETF-BL,DSPN50ETF,NSE
2940,686PN33-SG,686PN33,NSE
9816,AETHER-BL,AETHER,NSE
18093,BPF02IQR-MF,BPF02IQR,NSE
15271,CORDSCABLE-EQ,CORDSCABLE,NSE
13501,ALLCARGO-EQ,ALLCARGO,NSE
1258,CASTROLIND-BL,CASTROLIND,NSE
1616,FAIRCHEMOR-BL,FAIRCHEMOR,NSE
12825,TCS-BL,TCS,NSE
7395,SUPRIYA-BL,SUPRIYA,NSE
8308,SGBJAN27-GB,SGBJAN27,NSE
19053,SANCO-BE,SANCO,NSE
12103,KOPRAN-BL,KOPRAN,NSE
8684,729RJ32-SG,729RJ32,NSE
6096,697TN31C-SG,697TN31C,NSE
14278,ORIENTBELL-EQ,ORIENTBELL,NSE
9347,UGROCAP-N2,UGROCAP,NSE
2871,IIFL-NE,IIFL,NSE
7088,86GS2028-GS,86GS2028,NSE
1,GOLDSTAR-SM,GOLDSTAR,NSE
12061,AUSOMENT-BL,AUSOMENT,NSE
12128,DOLATALGO-BL,DOLATALGO,NSE
3722,703TN51-SG,703TN51,NSE
13727,DCBBANK-BL,DCBBANK,NSE
16798,ARCHIDPLY-BL,ARCHIDPLY,NSE
13937,UTIDAP35P3-MF,UTIDAP35P3,NSE
17725,DEN-BL,DEN,NSE
22239,EBBETF0431-EQ,EBBETF0431,NSE
2671,708GJ31-SG,708GJ31,NSE
1708,JAYBARMARU-EQ,JAYBARMARU,NSE
3893,GS100523C-GS,GS100523C,NSE
20377,COALINDIA-BL,COALINDIA,NSE
11056,182D230323-TB,182D230323,NSE
7763,IBULHSGFIN-Y8,IBULHSGFIN,NSE
22336,649KA31-SG,649KA31,NSE
18095,BPF02RDR-MF,BPF02RDR,NSE
13697,INFOMEDIA-BL,INFOMEDIA,NSE
22000,675OR23-SG,675OR23,NSE
11647,KOTARISUG-EQ,KOTARISUG,NSE
17978,UTIDGR33P1-MF,UTIDGR33P1,NSE
12213,ARCHIES-BL,ARCHIES,NSE
11952,NHAI-N8,NHAI,NSE
3710,685NL31A-SG,685NL31A,NSE
324,ANGELONE-EQ,ANGELONE,NSE
14552,PHOENIXLTD-EQ,PHOENIXLTD,NSE
5231,70WB31-SG,70WB31,NSE
3373,678RJ31A-SG,678RJ31A,NSE
10661,PONNIERODE-EQ,PONNIERODE,NSE
14106,AUTOIND-EQ,AUTOIND,NSE
24532,FILATEX-EQ,FILATEX,NSE
1054,515GS2025-GS,515GS2025,NSE
4911,MADRASFERT-EQ,MADRASFERT,NSE
12294,CHAMBLFERT-BL,CHAMBLFERT,NSE
30984,RECLTD-N6,RECLTD,NSE
1313,HARRMALAYA-EQ,HARRMALAYA,NSE
4154,GS150625C-GS,GS150625C,NSE
17638,ZYDUSWELL-BL,ZYDUSWELL,NSE
2609,LEMONTREE-BL,LEMONTREE,NSE
12829,THERMAX-BL,THERMAX,NSE
13776,GESHIP-EQ,GESHIP,NSE
5924,VIRESCENT-BL,VIRESCENT,NSE
5789,BKMINDST-BZ,BKMINDST,NSE
29982,UFDQIPIGVI-MF,UFDQIPIGVI,NSE
13299,VISASTEEL-BL,VISASTEEL,NSE
13999,91D040523-TB,91D040523,NSE
1333,HDFCBANK-EQ,HDFCBANK,NSE
8580,74HR37-SG,74HR37,NSE
11870,785HP36-SG,785HP36,NSE
17259,ALBERTDAVD-BL,ALBERTDAVD,NSE
19302,ITDC-BL,ITDC,NSE
12232,BAGFILMS-BL,BAGFILMS,NSE
166,ANDHRAPAP-EQ,ANDHRAPAP,NSE
6280,MEDICAMEQ-BL,MEDICAMEQ,NSE
12425,HARRMALAYA-BL,HARRMALAYA,NSE
16936,INDBANK-BL,INDBANK,NSE
2149,697WB36-SG,697WB36,NSE
6563,70AP38A-SG,70AP38A,NSE
4870,INDSWFTLAB-EQ,INDSWFTLAB,NSE
9541,SAKAR-BL,SAKAR,NSE
21237,705AP31-SG,705AP31,NSE
449,686KA30-SG,686KA30,NSE
9522,SFMP1GR-MF,SFMP1GR,NSE
2016,661RJ31A-SG,661RJ31A,NSE
12499,IVP-BL,IVP,NSE
19694,JITFINFRA-BL,JITFINFRA,NSE
12383,GENUSPOWER-BL,GENUSPOWER,NSE
11892,VHL-EQ,VHL,NSE
1076,ZENSARTECH-EQ,ZENSARTECH,NSE
2443,RAILTEL-BL,RAILTEL,NSE
1375,HCC-EQ,HCC,NSE
13154,UTIDMP35P2-MF,UTIDMP35P2,NSE
11757,IRFC-NK,IRFC,NSE
333,VALIANTORG-BL,VALIANTORG,NSE
4942,IBUCCREDIT-ND,IBUCCREDIT,NSE
15432,SGBDC27VII-GB,SGBDC27VII,NSE
14615,SIMBHALS-BL,SIMBHALS,NSE
5565,689UP31-SG,689UP31,NSE
1448,HLVLTD-EQ,HLVLTD,NSE
22331,540CG24-SG,540CG24,NSE
24870,INVENTURE-EQ,INVENTURE,NSE
13164,UTIRQP35P2-MF,UTIRQP35P2,NSE
13943,UTIDQP35P3-MF,UTIDQP35P3,NSE
13603,SELAN-BL,SELAN,NSE
14435,JKTYRE-EQ,JKTYRE,NSE
22022,545RJ25-SG,545RJ25,NSE
11961,REVATHI-EQ,REVATHI,NSE
13446,SHIVAUM-SM,SHIVAUM,NSE
10599,GUJGASLTD-EQ,GUJGASLTD,NSE
3844,MC1RD-MF,MC1RD,NSE
6908,VISHNU-EQ,VISHNU,NSE
22065,788RJ32-SG,788RJ32,NSE
6001,705WB36-SG,705WB36,NSE
22342,644MH28-SG,644MH28,NSE
8654,MOLOWVOL-EQ,MOLOWVOL,NSE
20449,PODDARHOUS-BL,PODDARHOUS,NSE
14097,764TS33-SG,764TS33,NSE
18825,ENDURANCE-BL,ENDURANCE,NSE
12263,BIL-BL,BIL,NSE
4422,INDIANCARD-EQ,INDIANCARD,NSE
8159,FIBERWEB-EQ,FIBERWEB,NSE
4119,HBSL-BL,HBSL,NSE
15340,RAIN-BL,RAIN,NSE
20309,718AP28-SG,718AP28,NSE
12729,SAKHTISUG-BL,SAKHTISUG,NSE
31163,RHIM-EQ,RHIM,NSE
5883,684PN31-SG,684PN31,NSE
13658,GEECEE-EQ,GEECEE,NSE
7871,723GA32-SG,723GA32,NSE
12808,SMLISUZU-BL,SMLISUZU,NSE
12405,GOLDIAM-BL,GOLDIAM,NSE
401,GLOBE-BL,GLOBE,NSE
1986,RNAVAL-BZ,RNAVAL,NSE
8027,726GS2029-GS,726GS2029,NSE
12123,PRESSMN-BL,PRESSMN,NSE
5162,TATVA-EQ,TATVA,NSE
19045,IIFL-N6,IIFL,NSE
6401,CCHHL-BL,CCHHL,NSE
15160,KALYANIFRG-BE,KALYANIFRG,NSE
17659,UNIVPHOTO-EQ,UNIVPHOTO,NSE
8502,739TN52-SG,739TN52,NSE
13279,INDOTECH-BL,INDOTECH,NSE
6873,75GS2034-GS,75GS2034,NSE
9844,NAVIFIN-N2,NAVIFIN,NSE
20199,BEDMUTHA-BL,BEDMUTHA,NSE
14276,759HP38-SG,759HP38,NSE
21462,SPTL-EQ,SPTL,NSE
24193,SYMPHONY-BL,SYMPHONY,NSE
6009,COASTCORP-BL,COASTCORP,NSE
15184,BRIGADE-EQ,BRIGADE,NSE
3827,ZUARIIND-EQ,ZUARIIND,NSE
22061,790RJ26-SG,790RJ26,NSE
5926,INTELLECT-EQ,INTELLECT,NSE
11220,VARDHACRLC-EQ,VARDHACRLC,NSE
22069,603RJ25-SG,603RJ25,NSE
19447,CAPTRUST-EQ,CAPTRUST,NSE
25611,INDOTHAI-BL,INDOTHAI,NSE
15940,HINDWAREAP-BL,HINDWAREAP,NSE
18168,BPF01D3R-MF,BPF01D3R,NSE
13594,75HR29-SG,75HR29,NSE
1624,IOC-EQ,IOC,NSE
14005,IBUCCREDIT-NE,IBUCCREDIT,NSE
1247,GSFC-EQ,GSFC,NSE
12551,KSB-BL,KSB,NSE
16222,EBBETF0423-EQ,EBBETF0423,NSE
12956,TCFSL-NK,TCFSL,NSE
4973,PHARMABEES-EQ,PHARMABEES,NSE
3043,539GJ24-SG,539GJ24,NSE
10760,HIGHWAYS-BL,HIGHWAYS,NSE
11837,IBULHSGFIN-ZI,IBULHSGFIN,NSE
3916,GS100823C-GS,GS100823C,NSE
15555,HCG-EQ,HCG,NSE
10693,MOMENTUM-EQ,MOMENTUM,NSE
4764,69RJ32-SG,69RJ32,NSE
4135,GS260425C-GS,GS260425C,NSE
7536,714HP33-SG,714HP33,NSE
13314,KEI-BL,KEI,NSE
20022,PFC-N5,PFC,NSE
3980,TNPL-EQ,TNPL,NSE
3944,GS261023C-GS,GS261023C,NSE
2496,ORIENTPPR-EQ,ORIENTPPR,NSE
14311,INDIANB-BL,INDIANB,NSE
12787,SPMLINFRA-BL,SPMLINFRA,NSE
11310,IBULHSGFIN-YU,IBULHSGFIN,NSE
8428,RAJRILTD-BE,RAJRILTD,NSE
805,DCM-EQ,DCM,NSE
7908,737KA38-SG,737KA38,NSE
17067,PATANJALI-BL,PATANJALI,NSE
2676,717UP31-SG,717UP31,NSE
2536,552MP24-SG,552MP24,NSE
246,ADL-BL,ADL,NSE
10288,AYMSYNTEX-BL,AYMSYNTEX,NSE
1655,669TS40-SG,669TS40,NSE
1360,HIMATSEIDE-EQ,HIMATSEIDE,NSE
31110,DBSTOCKBRO-BL,DBSTOCKBRO,NSE
5034,70MP31-SG,70MP31,NSE
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,NSE
5181,SFMP47GD-MF,SFMP47GD,NSE
7860,INOXWIND-BL,INOXWIND,NSE
12374,FOSECOIND-BL,FOSECOIND,NSE
6212,708KA34A-SG,708KA34A,NSE
12682,PRECOT-BL,PRECOT,NSE
13642,SGBDE30III-GB,SGBDE30III,NSE
5401,NGIL-EQ,NGIL,NSE
20218,750GA30-SG,750GA30,NSE
14859,KOTAKGOLD-BL,KOTAKGOLD,NSE
16990,COUNCODOS-BL,COUNCODOS,NSE
22410,663KA30-SG,663KA30,NSE
12692,763KA37-SG,763KA37,NSE
5941,MONTECARLO-BL,MONTECARLO,NSE
6697,UGROCAP-N1,UGROCAP,NSE
11038,ICICIBANKN-BL,ICICIBANKN,NSE
9408,RAINBOW-EQ,RAINBOW,NSE
7708,714PN32-SG,714PN32,NSE
19940,KILITCH-BL,KILITCH,NSE
11227,UGROCAP-N6,UGROCAP,NSE
14115,NETWORK18-BL,NETWORK18,NSE
18179,FICRF3GP-MF,FICRF3GP,NSE
12702,RAMCOIND-BL,RAMCOIND,NSE
17942,HINDCOPPER-BL,HINDCOPPER,NSE
18175,IF3GPD-MF,IF3GPD,NSE
7529,LCCINFOTEC-EQ,LCCINFOTEC,NSE
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,NSE
13886,764MH33-SG,764MH33,NSE
16898,SFMP27GD-MF,SFMP27GD,NSE
4522,SIGIND-EQ,SIGIND,NSE
20964,780KA30-SG,780KA30,NSE
22062,831RJ27-SG,831RJ27,NSE
30990,RECLTD-N9,RECLTD,NSE
13234,ABSLFTUBRG-MF,ABSLFTUBRG,NSE
13052,91D090323-TB,91D090323,NSE
5449,CHEMPLASTS-EQ,CHEMPLASTS,NSE
5428,TRIGYN-EQ,TRIGYN,NSE
8647,SFMP61DR-MF,SFMP61DR,NSE
22070,670RJ50-SG,670RJ50,NSE
11230,UGROCAP-N7,UGROCAP,NSE
22164,710UK30-SG,710UK30,NSE
3106,SFMP41DR-MF,SFMP41DR,NSE
3743,SGBJUN29II-GB,SGBJUN29II,NSE
7880,AUTOBEES-EQ,AUTOBEES,NSE
13465,IBULHSGFIN-ZU,IBULHSGFIN,NSE
746,687AP35-SG,687AP35,NSE
1583,TARC-BL,TARC,NSE
4244,HDFCAMC-EQ,HDFCAMC,NSE
4006,GS100424C-GS,GS100424C,NSE
22161,718CG27-SG,718CG27,NSE
2233,705HP35-SG,705HP35,NSE
20491,WIPL-BE,WIPL,NSE
13624,762KL53-SG,762KL53,NSE
13218,SULA-EQ,SULA,NSE
22205,799TS30-SG,799TS30,NSE
5519,JAIPURKURT-BE,JAIPURKURT,NSE
4411,EC5DG-MF,EC5DG,NSE
9722,770MH32-SG,770MH32,NSE
11618,ASTRAMICRO-EQ,ASTRAMICRO,NSE
3103,SHREECEM-EQ,SHREECEM,NSE
12515,JINDALSAW-BL,JINDALSAW,NSE
5044,714AP36-SG,714AP36,NSE
10667,364D100823-TB,364D100823,NSE
8465,H1861D46RQ-MF,H1861D46RQ,NSE
1449,593CG26-SG,593CG26,NSE
2807,CHEMFAB-BL,CHEMFAB,NSE
12492,IOC-BL,IOC,NSE
4766,713AP36-SG,713AP36,NSE
8802,ZENITHEXPO-BE,ZENITHEXPO,NSE
14838,DECCANCE-EQ,DECCANCE,NSE
6293,GULPOLY-BL,GULPOLY,NSE
5453,CHEMPLASTS-BL,CHEMPLASTS,NSE
12611,MTNL-BL,MTNL,NSE
13262,364D211223-TB,364D211223,NSE
10963,745AP42-SG,745AP42,NSE
7729,IBULHSGFIN-NX,IBULHSGFIN,NSE
19976,PFC-N3,PFC,NSE
11058,SECURKLOUD-EQ,SECURKLOUD,NSE
7089,STARHEALTH-BL,STARHEALTH,NSE
1923,WEALTH-EQ,WEALTH,NSE
16754,RANEENGINE-BL,RANEENGINE,NSE
2074,699JK31-SG,699JK31,NSE
20877,PSPPROJECT-EQ,PSPPROJECT,NSE
8585,NLCINDIA-EQ,NLCINDIA,NSE
2537,702KL28-SG,702KL28,NSE
9696,767AP31-SG,767AP31,NSE
22422,677AP40-SG,677AP40,NSE
20223,CLEDUCATE-EQ,CLEDUCATE,NSE
14793,MEGASOFT-EQ,MEGASOFT,NSE
8192,713JK34-SG,713JK34,NSE
4891,694UK31-SG,694UK31,NSE
4083,AMBANIORG-SM,AMBANIORG,NSE
4184,SANGAMIND-EQ,SANGAMIND,NSE
22302,632KA28-SG,632KA28,NSE
17963,NESTLEIND-EQ,NESTLEIND,NSE
12722,RUBYMILLS-BL,RUBYMILLS,NSE
15177,TRIL-BL,TRIL,NSE
3637,JUBLPHARMA-EQ,JUBLPHARMA,NSE
18827,TARAPUR-EQ,TARAPUR,NSE
5359,KRSNAA-EQ,KRSNAA,NSE
14251,618GS2024-GS,618GS2024,NSE
1738,665TR35-SG,665TR35,NSE
2735,699KA28-SG,699KA28,NSE
9458,SONUINFRA-SM,SONUINFRA,NSE
426,BHARATGEAR-EQ,BHARATGEAR,NSE
18385,SGBFEB24-GB,SGBFEB24,NSE
10074,EMAMIPAP-EQ,EMAMIPAP,NSE
1757,665PN50A-SG,665PN50A,NSE
6880,693HP32-SG,693HP32,NSE
12885,VHL-BL,VHL,NSE
3876,GS150323C-GS,GS150323C,NSE
3509,TNPETRO-EQ,TNPETRO,NSE
15230,LICNFNHGP-BL,LICNFNHGP,NSE
3387,SMLISUZU-EQ,SMLISUZU,NSE
9780,781HR32-SG,781HR32,NSE
10464,ARVSMART-BL,ARVSMART,NSE
18475,LGHL-SM,LGHL,NSE
28902,KITEX-BL,KITEX,NSE
14763,NELCAST-BL,NELCAST,NSE
1139,GICHSGFIN-EQ,GICHSGFIN,NSE
20666,656AP31-SG,656AP31,NSE
10971,MEGAFLEX-SM,MEGAFLEX,NSE
11842,CYBERMEDIA-EQ,CYBERMEDIA,NSE
9779,781GA32-SG,781GA32,NSE
15127,KOLTEPATIL-BL,KOLTEPATIL,NSE
22265,64KA30-SG,64KA30,NSE
3392,69JK33-SG,69JK33,NSE
5005,719AP38-SG,719AP38,NSE
21792,MPTODAY-SM,MPTODAY,NSE
13123,KERNEX-BL,KERNEX,NSE
1814,KALPATPOWR-EQ,KALPATPOWR,NSE
12476,INDNIPPON-BL,INDNIPPON,NSE
4174,GS300625C-GS,GS300625C,NSE
8597,MSUMI-BL,MSUMI,NSE
5671,653CG28-SG,653CG28,NSE
13047,PEL-BL,PEL,NSE
10965,746TS49-SG,746TS49,NSE
21484,STEL-EQ,STEL,NSE
694,CIPLA-EQ,CIPLA,NSE
24412,DHANUKA-BL,DHANUKA,NSE
10792,364D240823-TB,364D240823,NSE
20929,JALAN-SM,JALAN,NSE
21686,BRNL-BL,BRNL,NSE
99926018,Nifty Realty,NIFTY REALTY,NSE
13256,77MZ35-SG,77MZ35,NSE
10590,LOYALTEX-EQ,LOYALTEX,NSE
11439,BANKBEES-EQ,BANKBEES,NSE
13511,MUNJALAU-EQ,MUNJALAU,NSE
223,IEX-BL,IEX,NSE
13976,TANLA-EQ,TANLA,NSE
21504,SIS-BL,SIS,NSE
4793,706KL41-SG,706KL41,NSE
8511,GATEWAY-BL,GATEWAY,NSE
5002,701MH32-SG,701MH32,NSE
4382,GS260426C-GS,GS260426C,NSE
21941,714MH29-SG,714MH29,NSE
20071,INTENTECH-EQ,INTENTECH,NSE
1581,TARC-EQ,TARC,NSE
20280,658AP30-SG,658AP30,NSE
12015,SATINDLTD-EQ,SATINDLTD,NSE
12116,NELCO-BL,NELCO,NSE
11873,787MZ36-SG,787MZ36,NSE
12680,PONNIERODE-BL,PONNIERODE,NSE
13780,GESHIP-BL,GESHIP,NSE
14565,ZENITHSTL-BL,ZENITHSTL,NSE
21253,AXISNIFTY-BL,AXISNIFTY,NSE
16915,ZFCVINDIA-EQ,ZFCVINDIA,NSE
14252,SGBOCT27VI-GB,SGBOCT27VI,NSE
20154,69KA30-SG,69KA30,NSE
11374,TIPSFILMS-EQ,TIPSFILMS,NSE
7481,MANAKSTEEL-BL,MANAKSTEEL,NSE
14210,TV18BRDCST-BL,TV18BRDCST,NSE
22158,759CG30-SG,759CG30,NSE
13712,754AP29-SG,754AP29,NSE
21472,OPTIEMUS-BL,OPTIEMUS,NSE
12629,NLCINDIA-BL,NLCINDIA,NSE
18198,FISTIPD3GP-MF,FISTIPD3GP,NSE
8656,MOLOWVOL-BL,MOLOWVOL,NSE
13413,GPIL-BL,GPIL,NSE
2309,BESTAGRO-BL,BESTAGRO,NSE
4748,709KL36-SG,709KL36,NSE
5945,UWCSL-SM,UWCSL,NSE
11817,MANGALAM-EQ,MANGALAM,NSE
19345,RHFL-N7,RHFL,NSE
13443,IBULHSGFIN-ZQ,IBULHSGFIN,NSE
21920,705MN30-SG,705MN30,NSE
12631,COFORGE-BL,COFORGE,NSE
14670,KMSUGAR-BL,KMSUGAR,NSE
21733,RHFL-EQ,RHFL,NSE
3905,GS150623C-GS,GS150623C,NSE
11065,NATHBIOGEN-EQ,NATHBIOGEN,NSE
8705,739UP37-SG,739UP37,NSE
14672,NAVINFLUOR-EQ,NAVINFLUOR,NSE
19926,RECLTD-NH,RECLTD,NSE
16705,GOKUL-EQ,GOKUL,NSE
31017,THOMASCOTT-EQ,THOMASCOTT,NSE
3316,MODISONLTD-EQ,MODISONLTD,NSE
3707,686MH32-SG,686MH32,NSE
3493,TINPLATE-EQ,TINPLATE,NSE
4172,TCNSBRANDS-EQ,TCNSBRANDS,NSE
17694,VIJIFIN-BL,VIJIFIN,NSE
9195,IBULHSGFIN-YL,IBULHSGFIN,NSE
24265,ESTER-EQ,ESTER,NSE
3188,VMARCIND-SM,VMARCIND,NSE
13138,364D141223-TB,364D141223,NSE
11391,UMANGDAIRY-BL,UMANGDAIRY,NSE
15327,UJJIVANSFB-BL,UJJIVANSFB,NSE
9770,763HR28-SG,763HR28,NSE
12435,HERITGFOOD-BL,HERITGFOOD,NSE
11289,768UP32-SG,768UP32,NSE
14429,GOLDBEES-BL,GOLDBEES,NSE
22272,62RJ27-SG,62RJ27,NSE
22740,MON100-BL,MON100,NSE
9383,EMBASSY-RR,EMBASSY,NSE
14134,PITTIENG-EQ,PITTIENG,NSE
31237,SCHNEIDER-BL,SCHNEIDER,NSE
7327,DCMSRIND-BL,DCMSRIND,NSE
14712,HGS-EQ,HGS,NSE
22344,ICICIALPLV-EQ,ICICIALPLV,NSE
2096,687AP37-SG,687AP37,NSE
21138,688AP34-SG,688AP34,NSE
28906,MAYURUNIQ-EQ,MAYURUNIQ,NSE
13730,INSPIRISYS-EQ,INSPIRISYS,NSE
20950,RKDL-EQ,RKDL,NSE
3078,SHANTIGEAR-EQ,SHANTIGEAR,NSE
12731,SALSTEEL-BL,SALSTEEL,NSE
21716,665PN50-SG,665PN50,NSE
14184,NSLNISP-BE,NSLNISP,NSE
11199,INDIGO-BL,INDIGO,NSE
9717,772JK32-SG,772JK32,NSE
8633,SHRIRAMFIN-YY,SHRIRAMFIN,NSE
25471,PAISALO-BL,PAISALO,NSE
11377,MAHABANK-EQ,MAHABANK,NSE
22179,658JK30-SG,658JK30,NSE
12228,AUTOAXLES-BL,AUTOAXLES,NSE
8157,MEGASTAR-BL,MEGASTAR,NSE
11324,IBULHSGFIN-YX,IBULHSGFIN,NSE
7679,MONARCH-EQ,MONARCH,NSE
13991,771WB39-SG,771WB39,NSE
5498,SFMP49DR-MF,SFMP49DR,NSE
11867,776HR30-SG,776HR30,NSE
11408,781UP32-SG,781UP32,NSE
6646,IFCI-NL,IFCI,NSE
5217,IIHFL-N6,IIHFL,NSE
19578,UGARSUGAR-EQ,UGARSUGAR,NSE
21255,ICICILOVOL-BL,ICICILOVOL,NSE
11669,NHIT-N3,NHIT,NSE
9437,763MH30-SG,763MH30,NSE
21551,SMSLIFE-EQ,SMSLIFE,NSE
5105,ABSLFTTJDN-MF,ABSLFTTJDN,NSE
1644,657HP30-SG,657HP30,NSE
2662,542RJ24-SG,542RJ24,NSE
2256,PENINLAND-EQ,PENINLAND,NSE
10859,DREAMFOLKS-EQ,DREAMFOLKS,NSE
25190,TECHIN-EQ,TECHIN,NSE
10197,785AS32-SG,785AS32,NSE
27297,RTNINDIA-EQ,RTNINDIA,NSE
17680,SFMP28GR-MF,SFMP28GR,NSE
603,IRFC-NA,IRFC,NSE
7139,759GS2026-GS,759GS2026,NSE
11994,SYNCOMF-BL,SYNCOMF,NSE
11619,GOLDENTOBC-BZ,GOLDENTOBC,NSE
11568,DCI-BE,DCI,NSE
12475,INDIANCARD-BL,INDIANCARD,NSE
18124,DBREALTY-EQ,DBREALTY,NSE
18116,ELECTCAST-W1,ELECTCAST,NSE
13244,763HR32-SG,763HR32,NSE
25718,POLYMED-EQ,POLYMED,NSE
10604,BHARTIARTL-EQ,BHARTIARTL,NSE
2319,NCC-EQ,NCC,NSE
8357,725TN32-SG,725TN32,NSE
634,IGARASHI-EQ,IGARASHI,NSE
11142,SUMIT-BL,SUMIT,NSE
10051,SFMP6DD-MF,SFMP6DD,NSE
4029,GS300624C-GS,GS300624C,NSE
20227,JWL-BL,JWL,NSE
12379,GAIL-BL,GAIL,NSE
4866,691RJ31-SG,691RJ31,NSE
21979,694MP35-SG,694MP35,NSE
855,645RJ30-SG,645RJ30,NSE
573,FELIX-SM,FELIX,NSE
14915,KPRMILL-BL,KPRMILL,NSE
1299,BALLARPUR-BZ,BALLARPUR,NSE
25361,PGEL-BL,PGEL,NSE
14796,MEGASOFT-BL,MEGASOFT,NSE
13031,DHARMAJ-BL,DHARMAJ,NSE
12765,SKFINDIA-BL,SKFINDIA,NSE
11954,NHAI-N9,NHAI,NSE
10383,802AP38-SG,802AP38,NSE
427,681MH28-SG,681MH28,NSE
1425,662AS30-SG,662AS30,NSE
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,NSE
24406,ASHIANA-BL,ASHIANA,NSE
12573,MAHABANK-BL,MAHABANK,NSE
11748,IRFC-NH,IRFC,NSE
5585,VIJAYA-EQ,VIJAYA,NSE
11411,RKFORGE-EQ,RKFORGE,NSE
9656,L&TFINANCE-NS,L&TFINANCE,NSE
15283,KNRCON-EQ,KNRCON,NSE
2173,RAJMET-BL,RAJMET,NSE
22452,64KA30A-SG,64KA30A,NSE
18183,FISTIP3MDP-MF,FISTIP3MDP,NSE
1652,663TN35-SG,663TN35,NSE
2928,684GJ31-SG,684GJ31,NSE
11365,IBULHSGFIN-Z8,IBULHSGFIN,NSE
12681,PRAJIND-BL,PRAJIND,NSE
22156,695SK30-SG,695SK30,NSE
5097,ZOMATO-EQ,ZOMATO,NSE
6555,525AS24-SG,525AS24,NSE
4469,ELECTHERM-EQ,ELECTHERM,NSE
14493,NCLIND-BL,NCLIND,NSE
13344,VAKRANGEE-BL,VAKRANGEE,NSE
21094,STARCEMENT-BL,STARCEMENT,NSE
9842,NAVIFIN-N1,NAVIFIN,NSE
1934,WEALTH-BL,WEALTH,NSE
4518,SIGIND-BL,SIGIND,NSE
9915,783RJ32-SG,783RJ32,NSE
8696,VRLLOG-EQ,VRLLOG,NSE
13901,77HP38-SG,77HP38,NSE
13497,IBULHSGFIN-N0,IBULHSGFIN,NSE
1210,532AS25-SG,532AS25,NSE
21904,791KL30-SG,791KL30,NSE
858,655TR30-SG,655TR30,NSE
7512,703AS31-SG,703AS31,NSE
11798,ALLSEC-EQ,ALLSEC,NSE
10820,SYRMA-BL,SYRMA,NSE
14235,HDFCSML250-BL,HDFCSML250,NSE
83,67ML30-SG,67ML30,NSE
12323,DATAMATICS-BL,DATAMATICS,NSE
5108,KPIGREEN-EQ,KPIGREEN,NSE
19450,CAPTRUST-BL,CAPTRUST,NSE
11894,364D091123-TB,364D091123,NSE
4671,JSWISPL-EQ,JSWISPL,NSE
620,699WB35-SG,699WB35,NSE
4014,NAVA-EQ,NAVA,NSE
220,IEX-EQ,IEX,NSE
22411,668WB30-SG,668WB30,NSE
25088,ASAHISONG-EQ,ASAHISONG,NSE
22439,SPENTEX-BZ,SPENTEX,NSE
13582,ATLANTA-BE,ATLANTA,NSE
13598,SELAN-EQ,SELAN,NSE
14139,SBGLP-EQ,SBGLP,NSE
8493,724SK32-SG,724SK32,NSE
11685,LALPATHLAB-BL,LALPATHLAB,NSE
20160,CANTABIL-EQ,CANTABIL,NSE
13378,UTTAMSUGAR-BL,UTTAMSUGAR,NSE
11854,IBULHSGFIN-ZL,IBULHSGFIN,NSE
